PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,MaxHeight,MeasuredDuration,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,PlayID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,PitchLocationConfidence,CatcherThrowLocationConfidence,CatcherThrowReleaseConfidence,PitchMovementConfidence
19,2022-04-23,14:11:39.79,1,2,"Smith, Hagen",1000072172,Left,ARK_RAZ,"Kaler, Kole",1000055221,Right,TEX_AGG,Undefined,1,Bottom,0,1,0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,92.83113,-1.843548,3.671159,2194.313154,134.817848,10:30,5.57623,-1.43173,5.61114,-17.49792,15.3754,-14.40595,2.39312,0.79924,84.75235,-5.135996,1.105639,0.412661,,,,,,,,,,,,8.2889,8.60843,1.1269,50,5.40709,-7.9691,-134.50083,-4.91877,15.19526,28.96984,-16.39305,TEX_AGG,ARK_RAZ,Olsen,D1,SEC,20220423-Olsen-1,35145580-c339-11ec-8d7f-1709ea31c659,91.34,8.07878,,,,,,,,,9c698d1b-2b7c-4006-a691-88e8aef481af,2fcf39e5-f1e5-4410-b28d-1aa04896b0d7,2022-04-23,19:11:39.79,2022-04-23T14:11:39.7984064-05:00,2022-04-23T19:11:39.7984064Z,,v3,,,23 April 2022 15:00-arkansas@texasam,"Turner, Michael",1000027137,Right,ARK_RAZ,54.89001,-135.54999,14.48492,5.57448,-4.32509,-8.19653,1.42547,-8.51941,7.59763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
20,2022-04-23,14:11:58.69,1,3,"Smith, Hagen",1000072172,Left,ARK_RAZ,"Kaler, Kole",1000055221,Right,TEX_AGG,Undefined,1,Bottom,0,1,1,Slider,Slider,InPlay,Undefined,LineDrive,Double,0,0,,80.63952,-1.019886,1.939732,2322.516663,278.245102,3:15,5.6749,-1.31628,5.3512,-43.25687,0.58898,5.25488,1.1129,0.94173,74.37316,-8.868626,2.874463,0.47658,92.96244,22.524699,-35.171767,2784.603191,87.21203,37.74822,-67.03676,336.10377,,-43.800559,3.774172,-2.13441,0.89272,1.13757,50,5.55167,-4.17002,-117.04931,-3.58149,-2.95953,22.2017,-30.93622,TEX_AGG,ARK_RAZ,Olsen,D1,SEC,20220423-Olsen-1,4057a280-c339-11ec-8d7f-1709ea31c659,79.08947,6.26636,,,,47.22682,,3.98632,1.85124,-0.92199,9c698d1b-2b7c-4006-a691-88e8aef481af,5669466b-f011-4aea-9bda-5126f5f79d29,2022-04-23,19:11:58.69,2022-04-23T14:11:58.6962752-05:00,2022-04-23T19:11:58.6962752Z,LineDrive,v3,,,23 April 2022 15:00-arkansas@texasam,"Turner, Michael",1000027137,Right,ARK_RAZ,55.1527,-118.02262,11.10085,5.67895,-2.22527,-15.46811,1.31754,-4.04028,-1.47976,,3.98572,102.96934,-21.01332,5.47334,-1.45346,0.40649,-0.1001,0.01563,-0.00103,1.85209,52.20463,-15.63567,-0.04497,0.51887,-0.28149,0.08602,-0.01328,0.0008,-0.92174,-72.5547,3.87019,-0.10369,-0.06067,-0.01114,0.01274,-0.00308,0.00025,,,,,,,,,,,,,,,,,,,,,,,High,Medium,Medium,,High,,,High
21,2022-04-23,14:13:05.16,2,1,"Smith, Hagen",1000072172,Left,ARK_RAZ,"Rock, Dylan",1000026203,Right,TEX_AGG,Undefined,1,Bottom,0,0,0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,92.18982,-1.293314,2.673815,2017.614629,132.474074,10:30,5.66657,-1.5032,5.66078,-19.35198,14.03619,-14.10205,2.84629,-0.18306,83.73372,-4.934536,0.156212,0.41588,81.86142,30.46316,110.552393,4240.861505,,,,,,,,7.9476,7.83563,1.28593,50,5.54494,-5.60638,-133.66715,-3.66925,14.29428,30.39503,-18.08119,TEX_AGG,ARK_RAZ,Olsen,D1,SEC,20220423-Olsen-1,67e473a0-c339-11ec-8d7f-1709ea31c659,90.63304,8.45611,,,,25.17118,,-0.03134,3.06484,0.1111,9c698d1b-2b7c-4006-a691-88e8aef481af,7a0e5436-1c71-4fbd-994c-290298478c80,2022-04-23,19:13:05.16,2022-04-23T14:13:05.1619648-05:00,2022-04-23T19:13:05.1619648Z,,v3,,,23 April 2022 15:00-arkansas@texasam,"Turner, Michael",1000027137,Right,ARK_RAZ,54.84011,-134.76327,15.19752,5.6655,-3.01719,-9.04059,1.4974,-6.12187,7.14714,,-0.02339,-36.58566,-2.42244,,,,,,,3.07255,60.62867,-20.68528,,,,,,,0.13334,96.19946,-20.56048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,Medium,Low,,High,,,High
22,2022-04-23,14:13:34.28,2,2,"Smith, Hagen",1000072172,Left,ARK_RAZ,"Rock, Dylan",1000026203,Right,TEX_AGG,Undefined,1,Bottom,0,0,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,84.26601,-1.428521,3.502568,1723.931749,92.327693,9:00,5.34291,-1.62824,6.01596,-37.25998,1.58658,-12.09804,0.91183,0.61228,78.25257,-8.265962,1.327019,0.448588,,,,,,,,,,,,7.13,1.49047,1.35991,50,5.21005,-7.02999,-122.38163,-4.28149,10.92853,21.74697,-29.8895,TEX_AGG,ARK_RAZ,Olsen,D1,SEC,20220423-Olsen-1,794e75a0-c339-11ec-8d7f-1709ea31c659,84.02459,6.01345,,,,,,,,,9c698d1b-2b7c-4006-a691-88e8aef481af,5f2b707d-cfe2-45a7-b1ea-bf7f6e7562d7,2022-04-23,19:13:34.28,2022-04-23T14:13:34.2880064-05:00,2022-04-23T19:13:34.2880064Z,,v3,,,23 April 2022 15:00-arkansas@texasam,"Turner, Michael",1000027137,Right,ARK_RAZ,54.48847,-123.17664,10.87348,5.34659,-3.18881,-14.94475,1.62422,-7.42951,5.46427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
23,2022-04-23,14:13:57.05,2,3,"Smith, Hagen",1000072172,Left,ARK_RAZ,"Rock, Dylan",1000026203,Right,TEX_AGG,Undefined,1,Bottom,0,1,1,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,93.19926,-2.550523,4.190712,2117.340516,124.030492,10:15,5.56653,-1.61334,5.68487,-19.35147,12.95434,-17.75792,1.56851,0.82015,85.87669,-6.152845,1.025014,0.409083,,,,,,,,,,,,10.07666,7.52087,1.27122,50,5.33891,-9.09885,-135.05215,-6.70322,18.79063,26.74698,-18.14942,TEX_AGG,ARK_RAZ,Olsen,D1,SEC,20220423-Olsen-1,86d87e50-c339-11ec-8d7f-1709ea31c659,92.13877,7.32256,,,,,,,,,9c698d1b-2b7c-4006-a691-88e8aef481af,1a8e84f3-48d6-4086-98fe-9453770b4176,2022-04-23,19:13:57.05,2022-04-23T14:13:57.0508096-05:00,2022-04-23T19:13:57.0508096Z,,v3,,,23 April 2022 15:00-arkansas@texasam,"Turner, Michael",1000027137,Right,ARK_RAZ,54.81843,-136.00309,13.37349,5.56576,-6.05795,-9.07471,1.60659,-9.76692,9.39532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
24,2022-04-23,14:14:25.48,2,4,"Smith, Hagen",1000072172,Left,ARK_RAZ,"Rock, Dylan",1000026203,Right,TEX_AGG,Undefined,1,Bottom,0,1,2,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,93.12937,-2.700037,3.538566,2027.534904,122.924888,10:00,5.43318,-1.56695,5.71729,-21.49848,10.83949,-15.23729,1.11968,0.46392,85.78903,-6.684002,0.816871,0.409287,,,,,,,,,,,,8.67201,6.51048,1.28025,50,5.19343,-7.67027,-135.01151,-7.14122,16.12729,27.32011,-20.06652,TEX_AGG,ARK_RAZ,Olsen,D1,SEC,20220423-Olsen-1,97d58db0-c339-11ec-8d7f-1709ea31c659,92.09298,7.34034,,,,,,,,,9c698d1b-2b7c-4006-a691-88e8aef481af,3c9193ef-fec8-437d-b3fb-8b3d6cba4ae8,2022-04-23,19:14:25.48,2022-04-23T14:14:25.4875968-05:00,2022-04-23T19:14:25.4875968Z,,v3,,,23 April 2022 15:00-arkansas@texasam,"Turner, Michael",1000027137,Right,ARK_RAZ,54.78565,-135.97646,13.66005,5.43314,-6.43247,-10.03326,1.56122,-8.23988,8.06365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
25,2022-04-23,14:14:50.55,2,5,"Smith, Hagen",1000072172,Left,ARK_RAZ,"Rock, Dylan",1000026203,Right,TEX_AGG,Undefined,1,Bottom,0,2,2,ChangeUp,Changeup,InPlay,Undefined,GroundBall,Out,1,0,,86.53277,-1.164,2.783344,1755.731244,95.987117,9:15,5.33505,-1.56413,5.86351,-34.47722,2.5302,-14.15906,1.37913,-0.15622,80.21497,-7.49018,0.242627,0.43784,71.87585,-20.324202,-41.67532,,,,,5.40918,,-24.842158,0.037749,8.01961,1.86095,1.34691,50,5.22004,-5.55548,-125.75323,-3.73903,12.97166,23.08883,-29.16401,TEX_AGG,ARK_RAZ,Olsen,D1,SEC,20220423-Olsen-1,a6b82180-c339-11ec-8d7f-1709ea31c659,86.08716,6.3178,,,,1.38474,,2.11621,1.38474,0.21332,9c698d1b-2b7c-4006-a691-88e8aef481af,e6e52d40-8d7e-4ef0-9a95-de691a4d5ce8,2022-04-23,19:14:50.55,2022-04-23T14:14:50.5513280-05:00,2022-04-23T19:14:50.5513280Z,GroundBall,v3,,,23 April 2022 15:00-arkansas@texasam,"Turner, Michael",1000027137,Right,ARK_RAZ,54.64149,-126.60256,11.54441,5.33785,-2.66622,-14.58201,1.56004,-6.03265,6.48583,,2.11538,73.97467,,,,,,,,1.38516,-36.68321,,,,,,,,0.21406,-65.85189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,Low,Low,,High,,,High
26,2022-04-23,14:15:49.01,3,1,"Smith, Hagen",1000072172,Left,ARK_RAZ,"Moss, Jack",1000118171,Left,TEX_AGG,Undefined,1,Bottom,1,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,91.93408,-0.354908,2.837583,2000.659275,124.265505,10:15,5.66537,-1.36762,5.63478,-21.04564,12.34135,-16.56725,3.58002,-0.09854,83.94743,-4.289019,-0.1181,0.415872,,,,,,,,,,,,9.14587,6.66874,1.1367,50,5.62177,-5.85861,-133.39399,-1.55638,16.49611,28.41889,-20.14589,TEX_AGG,ARK_RAZ,Olsen,D1,SEC,20220423-Olsen-1,c9a7eae0-c339-11ec-8d7f-1709ea31c659,90.63466,7.98665,,,,,,,,,9c698d1b-2b7c-4006-a691-88e8aef481af,53277231-6487-47a9-89e4-04ded048a030,2022-04-23,19:15:49.01,2022-04-23T14:15:49.0187584-05:00,2022-04-23T19:15:49.0187584Z,,v3,,,23 April 2022 15:00-arkansas@texasam,"Turner, Michael",1000027137,Right,ARK_RAZ,54.86658,-134.42679,14.20944,5.66503,-0.82424,-10.07295,1.36051,-6.45811,8.24805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
27,2022-04-23,14:16:12.00,3,2,"Smith, Hagen",1000072172,Left,ARK_RAZ,"Moss, Jack",1000118171,Left,TEX_AGG,Undefined,1,Bottom,1,1,0,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,79.8653,0.288018,0.022803,2227.276212,234.287414,1:45,5.67755,-1.25547,5.32146,-39.81388,4.49772,4.5017,2.63003,-0.85893,73.92369,-6.967834,0.823034,0.479104,,,,,,,,,,,,-2.25681,2.56862,1.25002,50,5.67471,-0.22628,-116.07128,-0.78677,-3.10811,19.78851,-28.63646,TEX_AGG,ARK_RAZ,Olsen,D1,SEC,20220423-Olsen-1,d75a3c10-c339-11ec-8d7f-1709ea31c659,78.67271,5.94161,,,,,,,,,9c698d1b-2b7c-4006-a691-88e8aef481af,c909c4e2-d7c7-4e9d-8a96-1269736567ca,2022-04-23,19:16:12.00,2022-04-23T14:16:12.0099136-05:00,2022-04-23T19:16:12.0099136Z,,v3,,,23 April 2022 15:00-arkansas@texasam,"Turner, Michael",1000027137,Right,ARK_RAZ,55.18107,-116.95124,9.89426,5.68138,0.48665,-14.31823,1.25701,-0.08807,-1.55406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
28,2022-04-23,14:16:37.12,3,3,"Smith, Hagen",1000072172,Left,ARK_RAZ,"Moss, Jack",1000118171,Left,TEX_AGG,Undefined,1,Bottom,1,1,1,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,91.56783,-1.398224,6.385927,1986.698749,130.888788,10:15,5.45001,-1.39195,5.74252,-22.0906,11.42784,-12.07174,2.2988,3.57298,84.44366,-5.489403,4.246647,0.41669,,,,,,,,,,,,7.68678,6.46382,0.86588,50,5.31933,-14.27825,-132.32145,-4.01368,13.7957,24.98698,-20.57323,TEX_AGG,ARK_RAZ,Olsen,D1,SEC,20220423-Olsen-1,e6453450-c339-11ec-8d7f-1709ea31c659,90.45673,7.12417,,,,,,,,,9c698d1b-2b7c-4006-a691-88e8aef481af,9f884634-69c9-4ecb-9aa7-8e6831a793ae,2022-04-23,19:16:37.12,2022-04-23T14:16:37.1272512-05:00,2022-04-23T19:16:37.1272512Z,,v3,,,23 April 2022 15:00-arkansas@texasam,"Turner, Michael",1000027137,Right,ARK_RAZ,54.75984,-133.21725,12.49349,5.45,-3.27612,-10.28661,1.38663,-14.77283,6.89785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
29,2022-04-23,14:17:03.90,3,4,"Smith, Hagen",1000072172,Left,ARK_RAZ,"Moss, Jack",1000118171,Left,TEX_AGG,Undefined,1,Bottom,1,2,1,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,92.0673,-2.876594,4.045828,2092.073769,135.154043,10:30,5.61191,-1.45615,5.68857,-15.72816,17.62682,-16.45859,1.61107,0.9496,84.1703,-5.855185,1.112124,0.415673,,,,,,,,,,,,9.46457,10.06394,1.12572,50,5.35936,-8.69261,-133.28556,-7.2028,17.05714,28.15347,-14.03676,TEX_AGG,ARK_RAZ,Olsen,D1,SEC,20220423-Olsen-1,f63d08b0-c339-11ec-8d7f-1709ea31c659,90.67809,7.89701,,,,,,,,,9c698d1b-2b7c-4006-a691-88e8aef481af,ddfa2622-479c-4946-b31a-3305e25b1969,2022-04-23,19:17:03.90,2022-04-23T14:17:03.9095104-05:00,2022-04-23T19:17:03.9095104Z,,v3,,,23 April 2022 15:00-arkansas@texasam,"Turner, Michael",1000027137,Right,ARK_RAZ,54.81346,-134.29844,14.07673,5.60942,-6.6978,-7.01838,1.44949,-9.30628,8.52857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
30,2022-04-23,14:17:31.23,3,5,"Smith, Hagen",1000072172,Left,ARK_RAZ,"Moss, Jack",1000118171,Left,TEX_AGG,Undefined,1,Bottom,1,2,2,Fastball,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,,92.27879,-2.643394,3.716935,2136.260467,127.340247,10:15,5.4926,-1.39525,5.88919,-17.97568,15.20973,-18.4271,1.53311,0.52547,83.73948,-6.048677,0.416696,0.414615,86.14712,20.788644,-60.872212,5577.826414,45.60442,28.14825,-100.10099,232.17774,,-71.037422,2.656384,10.56906,8.91882,1.10593,50,5.26861,-7.87599,-133.61072,-6.74547,18.96181,30.80913,-16.17292,TEX_AGG,ARK_RAZ,Olsen,D1,SEC,20220423-Olsen-1,06803df0-c33a-11ec-8d7f-1709ea31c659,90.90946,8.53931,,,,28.69394,,0.60257,1.56729,-0.48632,9c698d1b-2b7c-4006-a691-88e8aef481af,94029d57-37fe-454f-9f25-2d06a3215d39,2022-04-23,19:17:31.23,2022-04-23T14:17:31.2346432-05:00,2022-04-23T19:17:31.2346432Z,LineDrive,v3,,,23 April 2022 15:00-arkansas@texasam,"Turner, Michael",1000027137,Right,ARK_RAZ,54.61259,-134.67013,15.40456,5.49099,-6.18934,-8.08646,1.38796,-8.52802,9.48091,,0.60258,57.49708,-18.64592,4.68427,-1.10094,0.24196,-0.04478,0.00562,-0.00033,1.56728,44.84417,-20.37879,1.83457,-0.33854,0.06441,-0.01334,0.00243,-0.00021,-0.48632,-103.18473,12.43611,-2.73442,0.58002,-0.1219,0.02326,-0.00315,0.00021,,,,,,,,,,,,,,,,,,,,,,,High,Medium,Low,,High,,,High
31,2022-04-23,14:18:03.92,3,6,"Smith, Hagen",1000072172,Left,ARK_RAZ,"Moss, Jack",1000118171,Left,TEX_AGG,Undefined,1,Bottom,1,2,2,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,92.1433,-3.135717,3.99201,2093.183092,134.455166,10:30,5.59756,-1.26202,5.71313,-19.62332,13.37879,-12.6467,1.03087,1.40927,85.11142,-6.780104,1.736004,0.413468,,,,,,,,,,,,7.41819,7.88678,0.93526,50,5.32197,-8.75711,-133.48525,-8.00054,13.53174,25.77336,-17.78749,TEX_AGG,ARK_RAZ,Olsen,D1,SEC,20220423-Olsen-1,19fc5710-c33a-11ec-8d7f-1709ea31c659,91.16166,7.03188,,,,,,,,,9c698d1b-2b7c-4006-a691-88e8aef481af,27755f16-8cf7-47c0-a441-7fc8dbf0bb6d,2022-04-23,19:18:03.92,2022-04-23T14:18:03.9286080-05:00,2022-04-23T19:18:03.9286080Z,,v3,,,23 April 2022 15:00-arkansas@texasam,"Turner, Michael",1000027137,Right,ARK_RAZ,54.78945,-134.40682,12.88668,5.59667,-7.36453,-8.89375,1.25703,-9.24096,6.76587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
32,2022-04-23,14:18:30.36,3,7,"Smith, Hagen",1000072172,Left,ARK_RAZ,"Moss, Jack",1000118171,Left,TEX_AGG,Undefined,1,Bottom,1,3,2,Fastball,Four-Seam,BallCalled,Walk,Undefined,Undefined,0,0,,91.94887,-2.345833,4.395095,2116.680175,136.859296,10:30,5.44956,-1.30836,5.83869,-19.37753,13.56469,-11.81776,1.64677,1.79991,84.92839,-5.959407,2.28453,0.413093,,,,,,,,,,,,7.11166,7.80697,0.95637,50,5.24617,-9.72956,-133.25614,-6.1181,12.94059,25.42248,-17.96817,TEX_AGG,ARK_RAZ,Olsen,D1,SEC,20220423-Olsen-1,29bceed0-c33a-11ec-8d7f-1709ea31c659,91.24446,7.02048,,,,,,,,,9c698d1b-2b7c-4006-a691-88e8aef481af,fb053794-ce63-49f2-9ba9-6315997e96a2,2022-04-23,19:18:30.36,2022-04-23T14:18:30.3682368-05:00,2022-04-23T19:18:30.3682368Z,,v3,,,23 April 2022 15:00-arkansas@texasam,"Turner, Michael",1000027137,Right,ARK_RAZ,54.66392,-134.14297,12.71124,5.44866,-5.49131,-8.98408,1.30365,-10.18098,6.4703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
33,2022-04-23,14:19:28.24,4,1,"Smith, Hagen",1000072172,Left,ARK_RAZ,"Claunch, Troy",1000067847,Right,TEX_AGG,Undefined,1,Bottom,1,0,0,ChangeUp,Changeup,InPlay,Undefined,FlyBall,Out,1,0,,83.77836,-1.493488,4.008973,1754.620138,99.781195,9:15,5.42719,-1.53313,5.76015,-35.41148,4.37898,-18.66422,1.08232,0.64929,77.55173,-7.982488,0.671361,0.454005,96.15853,40.551655,-6.107043,4043.12193,109.73314,86.12171,-7.65673,368.88974,,-1.008997,5.807337,10.62363,2.925,1.21222,50,5.28115,-7.79426,-121.5555,-4.36287,16.03717,21.83221,-27.75855,TEX_AGG,ARK_RAZ,Olsen,D1,SEC,20220423-Olsen-1,4c4a9b00-c33a-11ec-8d7f-1709ea31c659,83.02204,6.22664,,,,121.50795,,3.08549,1.43247,-0.64016,9c698d1b-2b7c-4006-a691-88e8aef481af,e4598996-347c-4351-843f-f9d3ced64762,2022-04-23,19:19:28.24,2022-04-23T14:19:28.2483520-05:00,2022-04-23T19:19:28.2483520Z,FlyBall,v3,,,23 April 2022 15:00-arkansas@texasam,"Turner, Michael",1000027137,Right,ARK_RAZ,54.74496,-122.40476,10.9161,5.42986,-3.28308,-13.87928,1.52755,-8.41809,8.01858,196.033696,3.09076,106.45536,-21.58133,5.28141,-0.7534,0.00898,0.01693,-0.00253,0.00012,1.42699,91.76992,-20.02,1.26193,-0.18172,0.02029,0.00187,-0.00077,5E-05,-0.64061,-11.39232,6.67911,-2.13344,0.4388,-0.05072,0.00111,0.00036,-3E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,Medium,,High,,,High
34,2022-04-23,14:20:34.14,5,1,"Smith, Hagen",1000072172,Left,ARK_RAZ,"Targac, Ryan",1000099328,Right,TEX_AGG,Undefined,1,Bottom,2,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,91.16639,-2.55746,1.429615,2146.625589,138.715475,10:30,5.69574,-1.50611,5.54867,-18.77407,15.00398,-12.31005,1.7389,-1.19567,84.19669,-6.048645,-0.766229,0.418301,,,,,,,,,,,,6.58575,8.5356,1.39068,50,5.46174,-2.75506,-132.37192,-6.55452,11.80428,25.56007,-16.87493,TEX_AGG,ARK_RAZ,Olsen,D1,SEC,20220423-Olsen-1,738a5d90-c33a-11ec-8d7f-1709ea31c659,90.10843,6.96971,,,,,,,,,9c698d1b-2b7c-4006-a691-88e8aef481af,3f497ea9-8b36-4cb4-b8cf-d7ab6ede67dd,2022-04-23,19:20:34.14,2022-04-23T14:20:34.1463872-05:00,2022-04-23T19:20:34.1463872Z,,v3,,,23 April 2022 15:00-arkansas@texasam,"Turner, Michael",1000027137,Right,ARK_RAZ,54.95373,-133.32502,12.78003,5.69441,-5.92528,-8.43747,1.50161,-3.19522,5.90214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
35,2022-04-23,14:20:57.98,5,2,"Smith, Hagen",1000072172,Left,ARK_RAZ,"Targac, Ryan",1000099328,Right,TEX_AGG,Undefined,1,Bottom,2,1,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,90.98007,-1.855371,4.172846,2156.147094,136.254908,10:30,5.794,-1.33829,5.53102,-18.83064,15.30958,-13.66347,2.48511,1.43089,83.61982,-5.371074,1.745644,0.420537,,,,,,,,,,,,8.08233,8.55571,0.98486,50,5.61996,-9.02994,-131.8534,-4.9239,14.32734,26.21205,-17.00756,TEX_AGG,ARK_RAZ,Olsen,D1,SEC,20220423-Olsen-1,81d4f720-c33a-11ec-8d7f-1709ea31c659,89.62924,7.36025,,,,,,,,,9c698d1b-2b7c-4006-a691-88e8aef481af,b5ded543-76fc-4c7e-b588-1dad5a76e747,2022-04-23,19:20:57.98,2022-04-23T14:20:57.9851072-05:00,2022-04-23T19:20:57.9851072Z,,v3,,,23 April 2022 15:00-arkansas@texasam,"Turner, Michael",1000027137,Right,ARK_RAZ,54.97314,-132.83837,13.10602,5.79298,-4.28481,-8.50378,1.33429,-9.56832,7.16367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
36,2022-04-23,14:21:22.22,5,3,"Smith, Hagen",1000072172,Left,ARK_RAZ,"Targac, Ryan",1000099328,Right,TEX_AGG,Undefined,1,Bottom,2,2,0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,91.74653,-1.630295,4.247597,2243.070737,123.856519,10:15,5.43201,-1.50853,5.80516,-20.62533,12.51642,-17.20013,2.1924,1.01583,84.5164,-5.476434,1.175445,0.414342,,,,,,,,,,,,9.85119,7.09977,1.16959,50,5.28537,-9.13402,-133.03999,-4.4937,17.82996,25.90808,-19.32394,TEX_AGG,ARK_RAZ,Olsen,D1,SEC,20220423-Olsen-1,90364d00-c33a-11ec-8d7f-1709ea31c659,90.96935,7.23013,,,,,,,,,9c698d1b-2b7c-4006-a691-88e8aef481af,8fdd5f31-06e6-44ac-a346-6f3bff8a7761,2022-04-23,19:21:22.22,2022-04-23T14:21:22.2256448-05:00,2022-04-23T19:21:22.2256448Z,,v3,,,23 April 2022 15:00-arkansas@texasam,"Turner, Michael",1000027137,Right,ARK_RAZ,54.69819,-133.95179,12.95404,5.43156,-3.81363,-9.66197,1.50209,-9.76152,8.91498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
