PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,MaxHeight,MeasuredDuration,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,PlayID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,PitchLocationConfidence,CatcherThrowLocationConfidence,CatcherThrowReleaseConfidence,PitchMovementConfidence
81,2022-04-23,14:54:21.15,1,3,"Dallas, Micah",1000058245,Right,TEX_AGG,"Slavens, Brady",1000054514,Left,ARK_RAZ,Undefined,3,Top,0,1,1,ChangeUp,Changeup,FoulBall,Undefined,Undefined,Undefined,0,0,,82.50778,-0.955828,-2.531586,1462.239682,255.8413,2:30,5.87135,0.94279,5.08688,-37.34132,4.79839,13.97131,1.85767,-0.28071,76.09135,-7.730597,-0.059972,0.467215,88.11869,-16.567137,62.711513,,,,,9.0545,,45.030193,0.056601,-7.67867,2.98252,-0.71478,50,5.75122,4.70866,-119.71883,-3.35918,-11.19949,22.03906,-27.824,TEX_AGG,ARK_RAZ,Olsen,D1,SEC,20220423-Olsen-1,2bcb4320-c33f-11ec-8d7f-1709ea31c659,80.67467,6.41643,,,,2.08958,,3.17879,2.08958,0.16352,9c698d1b-2b7c-4006-a691-88e8aef481af,7dfb1f1b-c4b9-4734-80e1-c91854ea5308,2022-04-23,19:54:21.15,2022-04-23T14:54:21.1551552-05:00,2022-04-23T19:54:21.1551552Z,GroundBall,v3,,,23 April 2022 15:00-arkansas@texasam,"Claunch, Troy",1000067847,Right,TEX_AGG,55.41683,-120.7119,11.01953,5.87433,-2.10545,-13.912,-0.93832,5.2133,-5.59975,,3.17786,56.89572,,,,,,,,2.09019,-36.91798,,,,,,,,0.16171,110.28781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,Low,Low,,High,,,High
82,2022-04-23,14:55:04.24,1,4,"Dallas, Micah",1000058245,Right,TEX_AGG,"Slavens, Brady",1000054514,Left,ARK_RAZ,Undefined,3,Top,0,1,2,Fastball,Sinker,InPlay,Undefined,FlyBall,HomeRun,0,1,,92.63872,-1.484861,-2.326819,2133.537235,236.758976,2:00,6.25888,0.70713,4.70801,-21.32418,12.93709,17.97005,3.07097,-0.00518,84.16557,-5.410467,0.827371,0.421282,105.65219,31.354998,12.640978,3779.031235,107.61377,66.81141,22.78562,439.06345,,10.531623,5.892017,-9.52827,7.11201,-0.48865,50,6.08999,4.55429,-134.16006,-4.33224,-17.27518,30.44315,-19.27972,TEX_AGG,ARK_RAZ,Olsen,D1,SEC,20220423-Olsen-1,456fbef0-c33f-11ec-8d7f-1709ea31c659,89.47076,8.47315,,,,113.38575,,1.91567,3.15939,0.01985,9c698d1b-2b7c-4006-a691-88e8aef481af,911d6943-428c-45d0-ae2c-60706cba514b,2022-04-23,19:55:04.24,2022-04-23T14:55:04.2477376-05:00,2022-04-23T19:55:04.2477376Z,FlyBall,v3,,,23 April 2022 15:00-arkansas@texasam,"Claunch, Troy",1000067847,Right,TEX_AGG,55.79366,-135.46835,15.22158,6.25836,-3.50369,-9.63986,-0.70032,5.2967,-8.63759,175.679475,1.92354,128.97818,-25.3321,5.77273,-0.91192,0.08739,-0.00389,6E-05,-0,3.15488,80.70003,-15.90054,0.40248,0.08462,-0.06661,0.01925,-0.00251,0.00012,0.022,28.9201,-6.90682,1.57075,-0.2474,0.02354,-0.00102,1E-05,0,,,,,,,,,,,,,,,,,,,,,,,High,High,Low,,High,,,High
83,2022-04-23,14:55:50.92,2,1,"Dallas, Micah",1000058245,Right,TEX_AGG,"Wallace, Cayden",691024,Right,ARK_RAZ,Undefined,3,Top,0,0,0,Slider,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,81.9093,-1.001858,-1.657668,2029.628148,76.987418,8:30,6.0438,0.84845,4.94021,-42.59294,1.69043,-0.19236,1.54701,-0.73474,73.55229,-8.751003,-1.691638,0.478952,,,,,,,,,,,,-0.49095,1.71681,-0.68711,50,5.91169,3.43565,-118.42134,-3.66433,-0.67936,27.99203,-29.79833,TEX_AGG,ARK_RAZ,Olsen,D1,SEC,20220423-Olsen-1,61468410-c33f-11ec-8d7f-1709ea31c659,78.6978,8.35701,,,,,,,,,9c698d1b-2b7c-4006-a691-88e8aef481af,17b61515-97b7-4f4e-ba63-6ad169890fc6,2022-04-23,19:55:50.92,2022-04-23T14:55:50.9220160-05:00,2022-04-23T19:55:50.9220160Z,,v3,,,23 April 2022 15:00-arkansas@texasam,"Claunch, Troy",1000067847,Right,TEX_AGG,55.55665,-119.7276,13.99602,6.05024,-2.27378,-14.89916,-0.84818,3.46735,-0.33968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
84,2022-04-23,14:56:06.53,2,2,"Dallas, Micah",1000058245,Right,TEX_AGG,"Wallace, Cayden",691024,Right,ARK_RAZ,Undefined,3,Top,0,0,1,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,81.46874,-1.308161,-1.747784,2018.496927,144.164326,10:45,6.08479,0.71404,4.96922,-42.01372,2.00193,-0.35756,1.34713,-0.96728,74.35133,-8.91163,-1.810963,0.477502,,,,,,,,,,,,-0.35654,1.85051,-0.54469,50,5.92402,3.61632,-118.00592,-4.25471,-0.4981,24.40626,-29.58895,TEX_AGG,ARK_RAZ,Olsen,D1,SEC,20220423-Olsen-1,6a8f87b0-c33f-11ec-8d7f-1709ea31c659,78.93674,7.11742,,,,,,,,,9c698d1b-2b7c-4006-a691-88e8aef481af,fd2a5237-24dc-498b-9da0-18a03e9c8992,2022-04-23,19:56:06.53,2022-04-23T14:56:06.5351488-05:00,2022-04-23T19:56:06.5351488Z,,v3,,,23 April 2022 15:00-arkansas@texasam,"Claunch, Troy",1000067847,Right,TEX_AGG,55.53058,-119.14428,12.20313,6.09028,-2.87463,-14.79448,-0.7139,3.63955,-0.24905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
85,2022-04-23,14:56:23.26,2,3,"Dallas, Micah",1000058245,Right,TEX_AGG,"Wallace, Cayden",691024,Right,ARK_RAZ,Undefined,3,Top,0,0,2,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,82.41007,-1.067916,-2.5519,2161.599463,31.287868,7:00,6.09527,0.55096,4.79696,-44.7275,-1.61465,-1.83024,1.35486,-2.02144,75.62396,-9.099853,-2.874012,0.472579,,,,,,,,,,,,0.15898,-0.05878,-0.29469,50,5.94978,5.40135,-119.37521,-3.96341,0.22841,23.88596,-32.25851,TEX_AGG,ARK_RAZ,Olsen,D1,SEC,20220423-Olsen-1,7487de20-c33f-11ec-8d7f-1709ea31c659,79.75897,6.78611,,,,,,,,,9c698d1b-2b7c-4006-a691-88e8aef481af,b64bad4d-525c-447a-9b10-0f57838d669f,2022-04-23,19:56:23.26,2022-04-23T14:56:23.2632128-05:00,2022-04-23T19:56:23.2632128Z,,v3,,,23 April 2022 15:00-arkansas@texasam,"Claunch, Troy",1000067847,Right,TEX_AGG,55.70442,-120.51121,11.94298,6.1018,-2.42922,-16.12926,-0.55132,5.39049,0.11421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
86,2022-04-23,14:56:38.51,2,4,"Dallas, Micah",1000058245,Right,TEX_AGG,"Wallace, Cayden",691024,Right,ARK_RAZ,Undefined,3,Top,0,1,2,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Out,1,0,,92.12133,-2.087268,-3.265542,2119.936221,218.52778,1:15,6.23091,0.54079,4.71799,-17.54706,16.64068,12.44713,2.78371,-1.52436,84.88661,-5.321265,-1.084034,0.42083,49.79283,-78.835369,111.587426,,,,,2.36405,,59.104319,0.03795,-6.98402,9.01241,-0.22234,50,6.00452,7.01521,-133.50131,-5.55093,-12.73867,25.86895,-15.73563,TEX_AGG,ARK_RAZ,Olsen,D1,SEC,20220423-Olsen-1,7d94ea30-c33f-11ec-8d7f-1709ea31c659,89.56691,7.23472,,,,2.74091,,1.41291,2.74091,1.52558,9c698d1b-2b7c-4006-a691-88e8aef481af,6ca53c56-f9ce-44a4-814e-aceb9070a077,2022-04-23,19:56:38.51,2022-04-23T14:56:38.5153344-05:00,2022-04-23T19:56:38.5153344Z,GroundBall,v3,,,23 April 2022 15:00-arkansas@texasam,"Claunch, Troy",1000067847,Right,TEX_AGG,55.78572,-134.61776,12.93448,6.22944,-4.87181,-7.86782,-0.53697,7.56498,-6.36934,,1.41317,-5.24456,,,,,,,,2.74444,-72.22503,,,,,,,,1.52493,13.25475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,Low,Low,,High,,,High
87,2022-04-23,14:57:14.48,3,1,"Dallas, Micah",1000058245,Right,TEX_AGG,"Turner, Michael",1000027137,Left,ARK_RAZ,Undefined,3,Top,1,0,0,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,82.62301,-1.124823,-0.342118,2099.273461,69.669239,8:15,6.01231,0.87351,4.84741,-41.87309,0.53083,-2.02476,1.4578,0.38087,76.29793,-8.656306,-0.699401,0.468678,,,,,,,,,,,,0.90819,0.94768,-0.83788,50,5.86524,0.80462,-119.91005,-3.96504,1.32729,22.3704,-30.78908,TEX_AGG,ARK_RAZ,Olsen,D1,SEC,20220423-Olsen-1,93125190-c33f-11ec-8d7f-1709ea31c659,80.42291,6.32509,,,,,,,,,9c698d1b-2b7c-4006-a691-88e8aef481af,72af503d-b93e-4e26-b7e5-0d452f981926,2022-04-23,19:57:14.48,2022-04-23T14:57:14.4856896-05:00,2022-04-23T19:57:14.4856896Z,,v3,,,23 April 2022 15:00-arkansas@texasam,"Claunch, Troy",1000067847,Right,TEX_AGG,55.65482,-120.96042,11.1852,6.01747,-2.5194,-15.39454,-0.8742,0.7423,0.66364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
88,2022-04-23,14:57:30.78,3,2,"Dallas, Micah",1000058245,Right,TEX_AGG,"Turner, Michael",1000027137,Left,ARK_RAZ,Undefined,3,Top,1,0,1,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,81.34992,-0.675057,-0.976588,1937.061512,120.229036,10:00,6.09407,0.86545,4.79541,-41.79349,1.97536,-1.14642,1.97142,-0.15566,75.14802,-8.196561,-1.17853,0.476161,,,,,,,,,,,,0.30827,1.54339,-0.76699,50,5.9903,2.06227,-118.06522,-2.97774,0.43742,21.35619,-29.98394,TEX_AGG,ARK_RAZ,Olsen,D1,SEC,20220423-Olsen-1,9ccf73c0-c33f-11ec-8d7f-1709ea31c659,79.159,6.2019,,,,,,,,,9c698d1b-2b7c-4006-a691-88e8aef481af,cd4e3d61-4551-44bd-bae5-eb5424548200,2022-04-23,19:57:30.78,2022-04-23T14:57:30.7882304-05:00,2022-04-23T19:57:30.7882304Z,,v3,,,23 April 2022 15:00-arkansas@texasam,"Claunch, Troy",1000067847,Right,TEX_AGG,55.7067,-119.093,10.6781,6.09888,-1.53474,-14.99197,-0.86573,2.04122,0.21871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
89,2022-04-23,14:57:57.31,3,3,"Dallas, Micah",1000058245,Right,TEX_AGG,"Turner, Michael",1000027137,Left,ARK_RAZ,Undefined,3,Top,1,0,2,Slider,Slider,BallinDirt,Undefined,Undefined,Undefined,0,0,,81.28398,-3.108656,-1.633388,2047.55657,66.907547,8:15,5.98623,0.78598,4.91801,-43.28183,0.26114,-2.2441,-0.56399,-0.94586,75.97498,-10.821952,-2.030239,0.474931,,,,,,,,,,,,0.71831,1.20209,-0.62454,50,5.6458,3.45439,-117.90013,-8.01501,1.02146,20.26093,-30.46465,TEX_AGG,ARK_RAZ,Olsen,D1,SEC,20220423-Olsen-1,ac945140-c33f-11ec-8d7f-1709ea31c659,79.36403,5.309,,,,,,,,,9c698d1b-2b7c-4006-a691-88e8aef481af,57fd58e3-29c8-46fd-9763-4e10954681f1,2022-04-23,19:57:57.31,2022-04-23T14:57:57.3158208-05:00,2022-04-23T19:57:57.3158208Z,,v3,,,23 April 2022 15:00-arkansas@texasam,"Claunch, Troy",1000067847,Right,TEX_AGG,55.58662,-118.8563,10.13046,5.99013,-6.57729,-15.23233,-0.78643,3.40618,0.51073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
90,2022-04-23,14:58:20.95,3,4,"Dallas, Micah",1000058245,Right,TEX_AGG,"Turner, Michael",1000027137,Left,ARK_RAZ,Undefined,3,Top,1,1,2,Slider,Slider,InPlay,Undefined,Popup,Out,1,0,,81.94637,-1.320112,-1.745294,2058.393284,219.797794,1:15,5.96773,0.8143,4.91356,-40.64577,1.87028,0.62201,1.33148,-0.78473,76.59103,-8.611457,-1.635512,0.469297,77.22753,71.788837,11.899078,,,,,,,,,-0.71512,1.52417,-0.64435,50,5.80423,3.60187,-119.06053,-4.26867,-1.04331,19.34813,-29.95039,TEX_AGG,ARK_RAZ,Olsen,D1,SEC,20220423-Olsen-1,baaa6d50-c33f-11ec-8d7f-1709ea31c659,80.31682,5.35534,,,,111.95015,,2.34932,1.47166,0.75808,9c698d1b-2b7c-4006-a691-88e8aef481af,51505165-2f64-4609-ac47-6699965ec4fc,2022-04-23,19:58:20.95,2022-04-23T14:58:20.9526080-05:00,2022-04-23T19:58:20.9526080Z,,v3,,,23 April 2022 15:00-arkansas@texasam,"Claunch, Troy",1000067847,Right,TEX_AGG,55.59112,-119.96568,9.67407,5.97115,-2.86752,-14.9752,-0.814,3.65068,-0.52165,,2.3493,34.63859,-11.10971,3.33175,-0.06312,-1.05477,1.05107,-0.47835,0.08456,1.47167,107.593,-25.90076,2.9043,-0.71151,0.41741,-0.30997,0.13376,-0.0234,0.75808,7.29907,-7.15625,1.85953,-0.10492,-0.40639,0.41555,-0.18967,0.03352,,,,,,,,,,,,,,,,,,,,,,,High,Low,Low,,High,,,High
91,2022-04-23,14:58:57.10,4,1,"Dallas, Micah",1000058245,Right,TEX_AGG,"Moore, Robert",691001,Left,ARK_RAZ,Undefined,3,Top,2,0,0,Fastball,Four-Seam,InPlay,Undefined,LineDrive,Double,0,0,,91.20487,-2.995753,-1.077834,1949.522968,208.02969,1:00,6.13165,0.79823,4.71263,-17.35103,17.38725,8.72965,1.83933,0.5026,84.45592,-6.180758,0.455365,0.424205,102.77211,20.194419,8.542145,1359.835657,108.76449,35.85796,16.43543,407.74609,,9.010504,4.079757,-4.58693,9.58174,-0.69756,50,5.81337,2.07197,-132.30475,-7.58929,-8.24228,24.58849,-14.95654,TEX_AGG,ARK_RAZ,Olsen,D1,SEC,20220423-Olsen-1,d02a6cc0-c33f-11ec-8d7f-1709ea31c659,88.85438,6.74895,,,,50.98786,,2.43435,1.98781,-0.49166,9c698d1b-2b7c-4006-a691-88e8aef481af,ff20d35a-82d9-4be6-9d64-5df3b4f96b4c,2022-04-23,19:58:57.10,2022-04-23T14:58:57.1070784-05:00,2022-04-23T19:58:57.1070784Z,LineDrive,v3,,,23 April 2022 15:00-arkansas@texasam,"Claunch, Troy",1000067847,Right,TEX_AGG,55.79099,-133.37664,12.29425,6.13001,-6.93729,-7.47827,-0.79571,2.43128,-4.12114,193.139269,2.43418,139.90204,-20.0793,4.54172,-0.95706,0.2061,-0.04713,0.00784,-0.00055,1.98879,52.00625,-14.30317,-0.02283,0.3705,-0.21503,0.07284,-0.01228,0.00079,-0.49152,21.01178,-0.89994,-0.44744,0.12886,0.00167,-0.00829,0.0019,-0.00014,,,,,,,,,,,,,,,,,,,,,,,High,High,Medium,,High,,,High
92,2022-04-23,15:02:04.44,5,1,"Dallas, Micah",1000058245,Right,TEX_AGG,"Lanzilli, Chris",1000017374,Right,ARK_RAZ,Undefined,3,Top,2,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,90.08678,-2.645815,-1.808418,1970.408034,200.166823,12:45,6.24165,0.63026,4.80413,-16.16158,19.40147,6.7439,2.38487,-0.52182,83.17246,-5.641095,-0.622865,0.429211,,,,,,,,,,,,-3.76914,10.52308,-0.45632,50,5.96454,3.8031,-130.63988,-6.61915,-6.59171,24.43621,-13.77052,TEX_AGG,ARK_RAZ,Olsen,D1,SEC,20220423-Olsen-1,3fe46a20-c340-11ec-8d7f-1709ea31c659,87.81798,6.91432,,,,,,,,,9c698d1b-2b7c-4006-a691-88e8aef481af,031cc033-d6d3-4790-bcf2-a39b777cd3c5,2022-04-23,20:02:04.44,2022-04-23T15:02:04.4407616-05:00,2022-04-23T20:02:04.4407616Z,,v3,,,23 April 2022 15:00-arkansas@texasam,"Claunch, Troy",1000067847,Right,TEX_AGG,55.6979,-131.70136,12.21811,6.23908,-6.02097,-6.88526,-0.62774,4.08944,-3.29586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
93,2022-04-23,15:02:32.26,5,2,"Dallas, Micah",1000058245,Right,TEX_AGG,"Lanzilli, Chris",1000017374,Right,ARK_RAZ,Undefined,3,Top,2,0,1,Slider,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,81.32278,-1.83055,-1.800158,2095.231168,61.812938,8:00,6.02371,0.76841,4.89695,-43.93506,-0.04413,-2.62343,0.62951,-1.15353,75.08698,-9.716011,-2.263356,0.476825,,,,,,,,,,,,0.80331,0.86638,-0.58968,50,5.80714,3.81712,-117.90789,-5.41777,1.13111,22.36673,-30.95409,TEX_AGG,ARK_RAZ,Olsen,D1,SEC,20220423-Olsen-1,5078a590-c340-11ec-8d7f-1709ea31c659,79.04884,6.2358,,,,,,,,,9c698d1b-2b7c-4006-a691-88e8aef481af,f7227b48-0d5e-40f4-86a0-86e39aba8da9,2022-04-23,20:02:32.26,2022-04-23T15:02:32.2681664-05:00,2022-04-23T20:02:32.2681664Z,,v3,,,23 April 2022 15:00-arkansas@texasam,"Claunch, Troy",1000067847,Right,TEX_AGG,55.60564,-118.96651,11.18336,6.02889,-3.95271,-15.47705,-0.76908,3.76358,0.56555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
94,2022-04-23,15:03:01.82,5,3,"Dallas, Micah",1000058245,Right,TEX_AGG,"Lanzilli, Chris",1000017374,Right,ARK_RAZ,Undefined,3,Top,2,0,2,Slider,Slider,InPlay,Undefined,GroundBall,Out,1,0,,81.44617,-0.309675,-0.701305,1928.620297,27.1861,7:00,6.12211,0.5162,4.82744,-44.75128,-1.24016,-1.28646,2.09951,-0.25525,75.40922,-8.350295,-0.928134,0.474757,80.68611,-30.831071,55.564379,,,,,5.14561,,35.807032,0.034975,0.45815,-0.21,-0.44547,50,6.0524,1.50246,-118.28134,-2.33864,0.6535,21.12065,-32.47358,TEX_AGG,ARK_RAZ,Olsen,D1,SEC,20220423-Olsen-1,62124310-c340-11ec-8d7f-1709ea31c659,79.39308,6.03695,,,,2.12614,,2.15868,2.12614,0.07249,9c698d1b-2b7c-4006-a691-88e8aef481af,aee7b5e8-dc56-4eba-bb28-296619411b2d,2022-04-23,20:03:01.82,2022-04-23T15:03:01.8282816-05:00,2022-04-23T20:03:01.8282816Z,GroundBall,v3,,,23 April 2022 15:00-arkansas@texasam,"Claunch, Troy",1000067847,Right,TEX_AGG,55.67652,-119.29065,10.56033,6.12708,-0.7868,-16.23679,-0.51652,1.47123,0.32675,180,2.15793,57.59454,,,,,,,,2.12692,-60.79011,,,,,,,,0.07139,84.00262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,Low,Low,,High,,,High
95,2022-04-23,15:05:23.71,1,1,"Smith, Hagen",1000072172,Left,ARK_RAZ,"Rock, Dylan",1000026203,Right,TEX_AGG,Undefined,3,Bottom,0,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,88.53739,-0.325771,2.724614,2187.762487,130.94534,10:15,5.54037,-1.52183,5.7222,-23.1106,12.4441,-13.16576,3.31069,-0.07911,81.62245,-4.625575,0.371971,0.429161,,,,,,,,,,,,7.35863,6.73181,1.30219,50,5.4988,-5.55677,-128.6055,-1.50586,12.45412,24.03606,-20.78079,TEX_AGG,ARK_RAZ,Olsen,D1,SEC,20220423-Olsen-1,b6a51c40-c340-11ec-8d7f-1709ea31c659,87.82825,6.91494,,,,,,,,,9c698d1b-2b7c-4006-a691-88e8aef481af,6d75a511-82a3-40ff-93f3-429666c4c861,2022-04-23,20:05:23.71,2022-04-23T15:05:23.7139776-05:00,2022-04-23T20:05:23.7139776Z,,v3,,,23 April 2022 15:00-arkansas@texasam,"Turner, Michael",1000027137,Right,ARK_RAZ,54.77991,-129.49577,12.01803,5.54032,-0.73616,-10.3904,1.51655,-6.01805,6.22706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
96,2022-04-23,15:05:42.16,1,2,"Smith, Hagen",1000072172,Left,ARK_RAZ,"Rock, Dylan",1000026203,Right,TEX_AGG,Undefined,3,Bottom,0,1,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,83.72768,-2.160447,3.264442,1770.555035,116.498109,10:00,5.36311,-1.54695,5.57585,-29.94738,10.07772,-17.89371,0.84531,0.01435,77.59863,-7.65405,0.073215,0.455342,,,,,,,,,,,,9.88611,5.99418,1.27766,50,5.15697,-6.20523,-121.49352,-5.59826,14.94448,21.26764,-23.11287,TEX_AGG,ARK_RAZ,Olsen,D1,SEC,20220423-Olsen-1,c1a349f0-c340-11ec-8d7f-1709ea31c659,82.77832,6.12906,,,,,,,,,9c698d1b-2b7c-4006-a691-88e8aef481af,c84682f5-7498-4d15-b9ea-0c539d44974c,2022-04-23,20:05:42.16,2022-04-23T15:05:42.1636928-05:00,2022-04-23T20:05:42.1636928Z,,v3,,,23 April 2022 15:00-arkansas@texasam,"Turner, Michael",1000027137,Right,ARK_RAZ,54.9278,-122.3531,10.63382,5.36436,-4.6641,-11.55643,1.54067,-6.80925,7.47224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
97,2022-04-23,15:06:01.23,1,3,"Smith, Hagen",1000072172,Left,ARK_RAZ,"Rock, Dylan",1000026203,Right,TEX_AGG,Undefined,3,Bottom,0,2,0,Fastball,Sinker,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,90.04097,-1.032555,2.577449,2056.720391,131.733677,10:30,5.57192,-1.54189,5.57327,-19.37568,15.35206,-16.02871,2.99169,-0.46842,82.6316,-4.659807,-0.279729,0.42414,,,,,,,,,,,,8.76867,8.35634,1.3304,50,5.47026,-5.17174,-130.70587,-3.00169,15.25681,26.05952,-17.63464,TEX_AGG,ARK_RAZ,Olsen,D1,SEC,20220423-Olsen-1,ccfdef80-c340-11ec-8d7f-1709ea31c659,88.86784,7.40937,,,,,,,,,9c698d1b-2b7c-4006-a691-88e8aef481af,96e08055-1316-4cd7-aa6a-c4d576c086dc,2022-04-23,20:06:01.23,2022-04-23T15:06:01.2396864-05:00,2022-04-23T20:06:01.2396864Z,,v3,,,23 April 2022 15:00-arkansas@texasam,"Turner, Michael",1000027137,Right,ARK_RAZ,54.92868,-131.68486,13.02976,5.57058,-2.3392,-8.81732,1.53546,-5.7449,7.62841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
98,2022-04-23,15:06:26.47,1,4,"Smith, Hagen",1000072172,Left,ARK_RAZ,"Rock, Dylan",1000026203,Right,TEX_AGG,Undefined,3,Bottom,0,2,1,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,89.92768,-1.932953,4.441622,2063.796326,139.413614,10:45,5.56378,-1.37252,5.75323,-18.16989,16.34292,-13.14753,2.24404,1.67508,83.03579,-5.337079,2.09803,0.422826,,,,,,,,,,,,7.8852,9.14418,1.01166,50,5.39178,-9.5858,-130.38027,-4.99815,13.73444,24.35781,-16.24673,TEX_AGG,ARK_RAZ,Olsen,D1,SEC,20220423-Olsen-1,dc03e9d0-c340-11ec-8d7f-1709ea31c659,89.14409,6.89189,,,,,,,,,9c698d1b-2b7c-4006-a691-88e8aef481af,8de624b3-84f9-49c6-90cc-2a363f5614df,2022-04-23,20:06:26.47,2022-04-23T15:06:26.4710976-05:00,2022-04-23T20:06:26.4710976Z,,v3,,,23 April 2022 15:00-arkansas@texasam,"Turner, Michael",1000027137,Right,ARK_RAZ,54.75143,-131.26493,12.1789,5.5626,-4.40807,-8.12336,1.36887,-10.08463,6.86722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
